Nodos AristasExistentes Tiempo
50 500 55365
50 500 71529
50 500 55572
50 500 54809
50 500 55507
50 500 55115
50 500 55166
50 550 58416
50 550 901746
50 550 58834
50 550 77066
50 550 58464
50 550 58622
50 550 76825
50 550 58484
50 550 58411
50 550 75662
50 550 58426
50 550 58871
50 550 59656
50 550 61051
50 550 160402
50 550 58803
50 550 58942
50 550 58052
50 550 58477
50 550 58099
50 550 58466
50 550 58220
50 550 59276
50 550 58524
50 550 77535
50 550 58448
50 550 58633
50 550 90442
50 550 53810
50 550 53471
50 550 76069
50 550 54156
50 550 53966
50 550 54355
50 550 124332
50 550 53504
50 550 64118
50 550 65098
50 550 54491
50 550 54017
50 550 53863
50 550 54038
50 550 54315
50 550 53632
50 550 53714
50 550 53800
50 550 53535
50 550 153136
50 550 53862
50 550 53596
50 550 53414
50 550 53741
50 550 53929
50 550 63631
50 550 54155
50 550 53933
50 550 53863
50 550 54276
50 550 53926
50 550 93356
50 550 59178
50 550 58963
50 550 58226
50 550 66553
50 550 53950
50 550 53514
50 550 53857
50 550 53620
50 550 53498
50 550 53492
50 550 54616
50 550 53667
50 550 53962
50 550 53750
50 550 90619
50 550 53968
50 550 53675
50 550 89418
50 550 53787
50 550 53863
50 550 53574
50 550 53211
50 550 54820
50 550 54656
50 550 54432
50 550 54015
50 550 54035
50 550 53586
50 550 53850
50 550 54665
50 550 66027
50 550 130402
50 550 53564
50 550 59145
50 550 83000
50 550 65257
50 550 58288
50 550 77759
50 550 58622
50 550 58161
50 600 79517
50 600 61595
50 600 61305
50 600 79505
50 600 61585
50 600 36185
50 600 57151
50 600 79581
50 600 56793
50 600 57061
50 600 56316
50 600 56409
50 600 56569
50 600 56514
50 600 56799
50 600 56831
50 600 56845
50 600 33910
50 600 56863
50 600 92703
50 600 56729
50 600 56868
50 600 181978
50 600 56627
50 600 61168
50 600 67134
50 600 61888
50 600 56401
50 600 56589
50 600 19564
50 600 57339
50 600 56569
50 600 56911
50 600 56914
50 600 56310
50 600 56369
